id,name,location,type,typecode,address,adcode,pname,cityname,adname,business_area
BV10082107,紫竹园小区(公交站),"116.813421,39.962226",交通设施服务;公交车站;公交车站相关,150700,(停运)三河旅游3线;(停运)燕潮夜市1线;302路;818路;818路(金桐西路);临1路,131082,河北省,廊坊市,三河市,迎宾路
BV09363191,小张各庄小区(公交站),"116.813953,39.955793",交通设施服务;公交车站;公交车站相关,150700,302路;临1路;城铁接驳2路,131082,河北省,廊坊市,三河市,迎宾路
BV11574846,北欧小镇(公交站),"116.814114,39.951929",交通设施服务;公交车站;公交车站相关,150700,(停运)三河旅游3线;302路;811路;812路;城铁接驳2路,131082,河北省,廊坊市,三河市,迎宾路
BV11627663,燕郊中美医院(公交站),"116.812131,39.958398",交通设施服务;公交车站;公交车站相关,150700,811路;818路;818路(金桐西路),131082,河北省,廊坊市,三河市,海油大街
BV11162381,中交一公局(公交站),"116.821055,39.943633",交通设施服务;公交车站;公交车站相关,150700,三河301A路;三河309路;三河503路,131082,河北省,廊坊市,三河市,[]
BV10588777,中交一公司(公交站),"116.820816,39.943711",交通设施服务;公交车站;公交车站相关,150700,三河301B路,131082,河北省,廊坊市,三河市,[]
BV11619834,世维通科技(公交站),"116.814792,39.968628",交通设施服务;公交车站;公交车站相关,150700,三河305路,131082,河北省,廊坊市,三河市,[]
BV11625140,中美医院南(公交站),"116.812133,39.958400",交通设施服务;公交车站;公交车站相关,150700,三河308路;城铁接驳2路,131082,河北省,廊坊市,三河市,海油大街
BV10588787,中美公寓(公交站),"116.815313,39.972133",交通设施服务;公交车站;公交车站相关,150700,三河301A路;三河301B路;三河501路,131082,河北省,廊坊市,三河市,[]
BV11574847,燕郊行宫宾馆(公交站),"116.814660,39.947416",交通设施服务;公交车站;公交车站相关,150700,811路;812路,131082,河北省,廊坊市,三河市,迎宾路
BV10081601,燕郊迎宾路口(公交站),"116.816719,39.943815",交通设施服务;公交车站;公交车站相关,150700,811路;816路;817路;930路,131082,河北省,廊坊市,三河市,迎宾路
BV11355109,运河苑石材(公交站),"116.868301,39.941199",交通设施服务;公交车站;公交车站相关,150700,三河307路,131082,河北省,廊坊市,三河市,[]
BV11598490,燕都医院(公交站),"116.814698,39.946956",交通设施服务;公交车站;公交车站相关,150700,302路,131082,河北省,廊坊市,三河市,迎宾路
BV11594426,六小(公交站),"116.811389,39.953063",交通设施服务;公交车站;公交车站相关,150700,三河307路,131082,河北省,廊坊市,三河市,迎宾路
BV11619836,燕郊商厦(公交站),"116.812842,39.970815",交通设施服务;公交车站;公交车站相关,150700,302路;三河305路,131082,河北省,廊坊市,三河市,[]
BV10570303,迎宾路口(公交站),"116.816597,39.943745",交通设施服务;公交车站;公交车站相关,150700,三河301A路;三河301B路;三河309路;三河503路;城铁接驳1路;城铁接驳2路,131082,河北省,廊坊市,三河市,迎宾路
BV11263480,紫竹园北门(公交站),"116.810681,39.965561",交通设施服务;公交车站;公交车站相关,150700,三河306路;临1路,131082,河北省,廊坊市,三河市,[]
BV11573922,步行街南口(公交站),"116.811338,39.948532",交通设施服务;公交车站;公交车站相关,150700,三河303路;三河401路,131082,河北省,廊坊市,三河市,迎宾路
BV10588788,易达地产南(公交站),"116.811281,39.972021",交通设施服务;公交车站;公交车站相关,150700,三河301A路;三河301B路;三河501路,131082,河北省,廊坊市,三河市,[]
BV10759418,凤凰国际(公交站),"116.814947,39.942322",交通设施服务;公交车站;公交车站相关,150700,三河304路,131082,河北省,廊坊市,三河市,迎宾路
BV10713095,西柳河屯(公交站),"116.879555,39.949253",交通设施服务;公交车站;公交车站相关,150700,三河503路,131082,河北省,廊坊市,三河市,[]
BV09524691,燕诚口腔总院(公交站),"116.814947,39.942322",交通设施服务;公交车站;公交车站相关,150700,302路,131082,河北省,廊坊市,三河市,迎宾路
